,Date,TAVG,TMAX,TMIN,PRCP,SNOW,SNWD
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/27/2019,46,52,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/28/2019,40,44,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/29/2019,40,43,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/30/2019,40,48,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/31/2019,39,49,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/01/2019,43,57,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/02/2019,51,69,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/03/2019,56,71,39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/04/2019,53,62,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/05/2019,50,67,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/06/2019,55,70,41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/07/2019,50,65,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/08/2019,54,68,42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/09/2019,50,65,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/10/2019,45,57,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/11/2019,47,61,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/12/2019,39,45,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/13/2019,38,40,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/14/2019,36,39,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/15/2019,34,37,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/16/2019,34,37,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/17/2019,34,39,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/18/2019,35,42,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/19/2019,33,42,22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/20/2019,30,41,19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/21/2019,34,38,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/22/2019,31,36,25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/23/2019,30,45,17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/24/2019,35,44,29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/25/2019,33,35,28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/26/2019,29,36,20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/27/2019,31,39,19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/28/2019,39,53,29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/29/2019,34,44,25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",09/30/2019,38,44,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/01/2019,37,40,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/02/2019,30,38,21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/03/2019,31,40,20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/04/2019,36,47,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/05/2019,27,39,17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/06/2019,31,33,26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/07/2019,26,34,11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/08/2019,27,36,10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/09/2019,33,38,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/10/2019,30,33,24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/11/2019,28,32,24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/12/2019,28,30,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/13/2019,21,29,7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/14/2019,12,28,3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/15/2019,8,18,1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/16/2019,5,17,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/17/2019,5,14,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/18/2019,2,11,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/19/2019,2,15,-3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/20/2019,16,27,-1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/21/2019,24,25,22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/22/2019,18,24,1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/23/2019,2,,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/24/2019,14,18,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/25/2019,11,15,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/26/2019,2,17,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/27/2019,19,,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/28/2019,38,43,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/29/2019,34,40,26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/30/2019,28,31,15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",10/31/2019,25,28,21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/01/2019,22,24,20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/02/2019,21,23,15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/03/2019,22,23,21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/04/2019,6,20,-1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/05/2019,0,3,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/06/2019,14,23,3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/07/2019,18,20,16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/08/2019,0,17,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/09/2019,-6,0,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/10/2019,10,21,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/11/2019,20,23,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/12/2019,6,,3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/13/2019,0,7,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/14/2019,1,5,0,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/15/2019,3,5,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/16/2019,-4,2,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/17/2019,3,5,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/18/2019,1,3,-3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/19/2019,-4,-1,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/20/2019,-2,0,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/21/2019,-6,1,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/22/2019,3,7,-3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/23/2019,8,11,3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/24/2019,4,7,-1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/25/2019,3,7,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/26/2019,7,26,-23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/27/2019,22,25,15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/28/2019,19,24,9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/29/2019,1,16,-19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/30/2019,-12,4,-23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/01/2019,1,3,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/02/2019,4,7,-3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/03/2019,-6,-2,-20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/04/2019,-20,-15,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/05/2019,-14,-13,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/06/2019,-14,-10,-20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/07/2019,-16,-8,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/08/2019,0,10,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/09/2019,9,13,1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/10/2019,20,29,8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/11/2019,16,25,5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/12/2019,-1,11,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/13/2019,-14,-9,-19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/14/2019,-8,-5,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/15/2019,-10,-6,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/16/2019,-13,-10,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/17/2019,-21,-15,-28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/18/2019,-26,-13,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/19/2019,-22,-11,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/20/2019,-38,-34,-41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/21/2019,-39,-37,-41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/22/2019,-37,-28,-41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/23/2019,-27,-17,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/24/2019,-43,-38,-46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/25/2019,-45,-43,-46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/26/2019,-36,-31,-45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/27/2019,-28,-16,-45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/28/2019,-42,-37,-46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/29/2019,-36,-27,-40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/30/2019,-20,-16,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/31/2019,-18,-15,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/01/2020,-12,-11,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/02/2020,-16,-13,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/03/2020,-26,-22,-35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/04/2020,-40,-34,-47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/05/2020,-48,-44,-50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/06/2020,-50,-49,-50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/07/2020,-48,-44,-50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/08/2020,-45,-43,-46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/09/2020,-39,-36,-43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/10/2020,-37,-34,-41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/11/2020,-42,-38,-44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/12/2020,-32,,-38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/13/2020,4,19,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/14/2020,8,18,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/15/2020,-24,-3,-31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/16/2020,-15,-12,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/17/2020,-12,-9,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/18/2020,-23,,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/19/2020,-21,-15,-25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/20/2020,-25,-19,-29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/21/2020,-10,-2,-21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/22/2020,-7,1,-21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/23/2020,-7,0,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/24/2020,-14,-11,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/25/2020,-25,-19,-31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/26/2020,-26,-20,-31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/27/2020,-34,-29,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/28/2020,-45,-37,-49,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/29/2020,-46,-39,-52,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/30/2020,-36,-33,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/31/2020,-36,-33,-43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/01/2020,-41,-34,-51,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/02/2020,-44,-37,-50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/03/2020,-43,-41,-45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/04/2020,-31,-22,-41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/05/2020,-37,-29,-42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/06/2020,-36,-31,-45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/07/2020,-49,-41,-55,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/08/2020,-47,-32,-56,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/09/2020,-28,-23,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/10/2020,-31,-25,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/11/2020,-38,-32,-43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/12/2020,-39,-36,-44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/13/2020,-43,-35,-53,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/14/2020,-48,-38,-52,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/15/2020,-49,-42,-55,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/16/2020,-36,-30,-45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/17/2020,-33,,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/18/2020,-12,-4,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/19/2020,-7,-4,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/20/2020,-10,-5,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/21/2020,-13,-5,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/22/2020,-14,-9,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/23/2020,-19,-10,-33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/24/2020,-27,-16,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/25/2020,-5,3,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/26/2020,-30,-10,-46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/27/2020,-41,-32,-49,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/28/2020,-19,-6,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/29/2020,-17,-8,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/01/2020,-29,-21,-40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/02/2020,-40,-33,-46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/03/2020,-25,-16,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/04/2020,-26,-15,-43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/05/2020,-26,-6,-42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/06/2020,-23,-15,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/07/2020,-14,-4,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/08/2020,-17,-10,-29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/09/2020,-26,-19,-31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/10/2020,-30,-18,-44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/11/2020,-34,-19,-46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/12/2020,-4,28,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/13/2020,27,31,23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/14/2020,17,30,-7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/15/2020,1,17,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/16/2020,19,27,5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/17/2020,10,18,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/18/2020,24,31,14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/19/2020,29,39,19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/20/2020,29,35,18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/21/2020,17,29,5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/22/2020,-1,7,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/23/2020,16,29,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/24/2020,27,29,19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/25/2020,6,18,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/26/2020,-17,-6,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/27/2020,-30,-18,-44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/28/2020,-27,-13,-40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/29/2020,-19,-3,-37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/30/2020,-5,13,-20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/31/2020,4,25,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/01/2020,1,14,-14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/02/2020,10,32,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/03/2020,8,26,-3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/04/2020,15,39,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/05/2020,26,42,4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/06/2020,4,10,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/07/2020,2,13,-13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/08/2020,-4,12,-19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/09/2020,2,16,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/10/2020,-1,19,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/11/2020,11,33,-20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/12/2020,18,32,5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/13/2020,23,34,13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/14/2020,22,28,15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/15/2020,30,41,20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/16/2020,29,33,22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/17/2020,28,36,19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/18/2020,16,23,10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/19/2020,11,15,8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/20/2020,11,15,8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/21/2020,6,9,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/22/2020,13,16,7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/23/2020,21,26,15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/24/2020,13,20,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/25/2020,11,29,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/26/2020,16,20,11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/27/2020,15,19,11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/28/2020,12,20,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/29/2020,6,14,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/30/2020,5,25,-17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/01/2020,11,31,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/02/2020,13,21,-1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/03/2020,7,32,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/04/2020,9,21,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/05/2020,9,22,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/06/2020,13,25,3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/07/2020,14,24,-1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/08/2020,21,33,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/09/2020,34,46,19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/10/2020,38,47,29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/11/2020,29,32,26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/12/2020,29,33,24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/13/2020,22,26,17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/14/2020,22,26,14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/15/2020,26,31,24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/16/2020,26,28,23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/17/2020,24,26,23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/18/2020,24,26,22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/19/2020,27,32,23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/20/2020,28,32,23,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/21/2020,31,39,21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/22/2020,36,43,29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/23/2020,43,56,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/24/2020,40,48,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/25/2020,42,61,28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/26/2020,44,53,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/27/2020,46,56,36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/28/2020,47,57,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/29/2020,45,56,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/30/2020,40,52,31,,,
