,Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
"BETHEL AIRPORT, AK US (USW00026615)",12/11/2002,22,27,16,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",12/12/2002,21,26,15,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",12/13/2002,23,27,18,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",12/14/2002,14,19,9,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",12/15/2002,17,22,12,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",12/16/2002,18,24,11,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",12/17/2002,0,11,-1,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",12/18/2002,0,11,-1,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",12/19/2002,22,33,11,0,0.2,0
"BETHEL AIRPORT, AK US (USW00026615)",12/20/2002,27,32,21,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",12/21/2002,17,26,7,0,0.1,0
"BETHEL AIRPORT, AK US (USW00026615)",12/22/2002,0,11,5,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",12/23/2002,11,13,8,0.02,1.4,1
"BETHEL AIRPORT, AK US (USW00026615)",12/24/2002,6,10,1,0,0.7,2
"BETHEL AIRPORT, AK US (USW00026615)",12/25/2002,0,10,-4,0,0.1,2
"BETHEL AIRPORT, AK US (USW00026615)",12/26/2002,0,8,-6,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",12/27/2002,0,6,-6,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",12/28/2002,-2,1,-5,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",12/29/2002,-4,-3,-6,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",12/30/2002,-8,-6,-11,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",12/31/2002,-11,-9,-12,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",1/1/2003,-11,-10,-12,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",1/2/2003,-7,-1,-12,0.03,0.9,2
"BETHEL AIRPORT, AK US (USW00026615)",1/3/2003,2,6,-2,0.08,3.5,4
"BETHEL AIRPORT, AK US (USW00026615)",1/4/2003,-4,4,-12,0.06,1.8,6
"BETHEL AIRPORT, AK US (USW00026615)",1/5/2003,-11,-6,-16,0,0.2,5
"BETHEL AIRPORT, AK US (USW00026615)",1/6/2003,-26,-16,-35,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",1/7/2003,-17,3,-37,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",1/8/2003,19,34,3,0,0.1,5
"BETHEL AIRPORT, AK US (USW00026615)",1/9/2003,34,40,28,0.02,0,4
"BETHEL AIRPORT, AK US (USW00026615)",1/10/2003,29,36,22,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",1/11/2003,29,36,22,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",1/12/2003,22,28,16,0.07,0,3
"BETHEL AIRPORT, AK US (USW00026615)",1/13/2003,23,28,17,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",1/14/2003,17,20,14,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",1/15/2003,18,21,15,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/16/2003,21,26,16,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/17/2003,23,34,12,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/18/2003,29,37,21,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/19/2003,23,27,19,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/20/2003,21,25,17,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/21/2003,18,21,15,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/22/2003,12,15,8,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/23/2003,11,15,7,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/24/2003,0,12,3,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/25/2003,11,18,4,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/26/2003,5,7,3,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/27/2003,10,18,1,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/28/2003,20,24,15,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/29/2003,20,24,15,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/30/2003,15,18,11,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",1/31/2003,15,21,9,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",2/1/2003,14,17,11,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",2/2/2003,19,29,9,0.03,1.5,4
"BETHEL AIRPORT, AK US (USW00026615)",2/3/2003,27,37,17,0.12,1.4,4
"BETHEL AIRPORT, AK US (USW00026615)",2/4/2003,35,40,30,0.16,0.5,2
"BETHEL AIRPORT, AK US (USW00026615)",2/5/2003,28,37,19,0.12,0.5,1
"BETHEL AIRPORT, AK US (USW00026615)",2/6/2003,23,27,19,0,0.2,2
"BETHEL AIRPORT, AK US (USW00026615)",2/7/2003,33,39,26,0.15,0.3,1
"BETHEL AIRPORT, AK US (USW00026615)",2/8/2003,31,37,24,0.04,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/9/2003,29,36,22,0.25,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/10/2003,30,34,26,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/11/2003,26,32,19,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/12/2003,14,19,8,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/13/2003,15,18,11,0.01,0.3,1
"BETHEL AIRPORT, AK US (USW00026615)",2/14/2003,20,22,17,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/15/2003,11,17,5,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/16/2003,0,6,-3,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/17/2003,0,12,-6,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/18/2003,11,15,6,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/19/2003,16,26,6,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/20/2003,15,20,9,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/21/2003,14,19,8,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/22/2003,25,33,16,0.08,2.2,3
"BETHEL AIRPORT, AK US (USW00026615)",2/23/2003,26,36,16,0.05,0.6,3
"BETHEL AIRPORT, AK US (USW00026615)",2/24/2003,36,38,33,0.12,0,2
"BETHEL AIRPORT, AK US (USW00026615)",2/25/2003,36,39,33,0.16,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/26/2003,36,39,33,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/27/2003,34,37,31,0.04,0,1
"BETHEL AIRPORT, AK US (USW00026615)",2/28/2003,36,41,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/1/2003,36,37,34,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/2/2003,39,41,36,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/3/2003,30,36,23,0.05,0.2,0
"BETHEL AIRPORT, AK US (USW00026615)",3/4/2003,21,24,17,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/5/2003,16,24,7,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/6/2003,24,32,15,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/7/2003,25,33,17,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/8/2003,26,35,16,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/9/2003,24,32,15,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/10/2003,21,28,13,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/11/2003,20,28,11,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/12/2003,14,19,8,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/13/2003,0,10,1,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/14/2003,0,8,-1,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/15/2003,0,13,-3,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/16/2003,0,18,-3,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/17/2003,0,8,-3,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/18/2003,0,8,-8,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/19/2003,3,12,-7,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/20/2003,8,15,1,0,0.1,0
"BETHEL AIRPORT, AK US (USW00026615)",3/21/2003,4,10,-2,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/22/2003,6,16,-4,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/23/2003,7,18,-5,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/24/2003,15,25,4,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/25/2003,14,27,1,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/26/2003,13,25,0,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/27/2003,14,28,0,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/28/2003,20,31,8,0,0.2,0
"BETHEL AIRPORT, AK US (USW00026615)",3/29/2003,25,27,22,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/30/2003,19,27,11,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",3/31/2003,20,34,6,0.14,1.3,0
"BETHEL AIRPORT, AK US (USW00026615)",4/1/2003,33,36,29,0.53,3.6,1
"BETHEL AIRPORT, AK US (USW00026615)",4/2/2003,29,32,26,0.15,2.3,7
"BETHEL AIRPORT, AK US (USW00026615)",4/3/2003,28,30,26,0,0.1,7
"BETHEL AIRPORT, AK US (USW00026615)",4/4/2003,31,35,26,0.02,0.2,6
"BETHEL AIRPORT, AK US (USW00026615)",4/5/2003,32,38,26,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",4/6/2003,25,32,18,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",4/7/2003,19,28,10,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",4/8/2003,22,32,11,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",4/9/2003,27,40,13,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",4/10/2003,33,47,19,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/11/2003,36,46,25,0.07,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/12/2003,40,48,31,0.22,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/13/2003,36,40,31,0.12,0.5,0
"BETHEL AIRPORT, AK US (USW00026615)",4/14/2003,34,36,31,0.13,0.1,0
"BETHEL AIRPORT, AK US (USW00026615)",4/15/2003,32,36,27,0.25,0.9,0
"BETHEL AIRPORT, AK US (USW00026615)",4/16/2003,27,32,22,0,0.3,0
"BETHEL AIRPORT, AK US (USW00026615)",4/17/2003,28,37,19,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/18/2003,32,38,25,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/19/2003,31,42,20,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/20/2003,39,43,34,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/21/2003,38,44,31,0.18,2.9,2
"BETHEL AIRPORT, AK US (USW00026615)",4/22/2003,38,47,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/23/2003,38,49,27,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/24/2003,38,45,30,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/25/2003,37,44,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/26/2003,40,49,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/27/2003,38,47,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/28/2003,37,43,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/29/2003,38,47,28,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/30/2003,48,61,34,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/1/2003,42,50,33,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/2/2003,50,61,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/3/2003,46,60,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/4/2003,39,44,33,0.15,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/5/2003,37,41,32,0.05,0.1,0
"BETHEL AIRPORT, AK US (USW00026615)",5/6/2003,36,43,28,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/7/2003,40,45,35,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/8/2003,40,42,37,0.35,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/9/2003,38,42,33,0.18,0.1,0
"BETHEL AIRPORT, AK US (USW00026615)",5/10/2003,36,42,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/11/2003,34,39,29,0.05,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/12/2003,38,44,32,0.16,0.4,0
"BETHEL AIRPORT, AK US (USW00026615)",5/13/2003,34,38,30,0.05,0.3,0
"BETHEL AIRPORT, AK US (USW00026615)",5/14/2003,33,36,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/15/2003,33,37,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/16/2003,36,48,24,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/17/2003,43,56,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/18/2003,45,57,32,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/19/2003,53,63,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/20/2003,50,64,36,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/21/2003,52,63,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/22/2003,44,52,35,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/23/2003,43,54,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/24/2003,44,54,33,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/25/2003,41,49,32,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/26/2003,41,45,37,0.32,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/27/2003,41,47,34,0.42,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/28/2003,49,60,37,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/29/2003,53,66,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/30/2003,57,70,43,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/31/2003,54,63,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/1/2003,53,64,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/2/2003,51,62,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/3/2003,53,63,42,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/4/2003,53,68,37,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/5/2003,52,61,43,0.11,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/6/2003,49,61,36,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/7/2003,55,65,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/8/2003,54,61,47,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/9/2003,52,59,45,0.13,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/10/2003,50,61,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/11/2003,59,68,49,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/12/2003,64,75,52,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/13/2003,66,79,52,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/14/2003,65,79,50,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/15/2003,58,70,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/16/2003,56,66,46,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/17/2003,58,68,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/18/2003,59,67,51,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/19/2003,52,55,49,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/20/2003,51,57,45,0.12,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/21/2003,54,62,46,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/22/2003,58,69,46,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/23/2003,59,67,50,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/24/2003,54,66,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/25/2003,53,58,48,0.61,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/26/2003,56,65,47,0.1,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/27/2003,54,67,40,0.51,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/28/2003,52,60,44,0.34,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/29/2003,52,53,50,0.26,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/30/2003,53,56,49,0.34,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/1/2003,50,52,47,0.14,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/2/2003,53,59,46,0.24,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/3/2003,50,53,46,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/4/2003,54,63,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/5/2003,56,68,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/6/2003,53,58,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/7/2003,60,76,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/8/2003,64,78,49,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/9/2003,56,63,49,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/10/2003,53,57,48,0.05,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/11/2003,58,65,50,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/12/2003,62,74,50,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/13/2003,64,74,54,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/14/2003,62,74,50,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/15/2003,60,69,50,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/16/2003,54,61,46,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/17/2003,52,62,41,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/18/2003,61,69,53,0.07,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/19/2003,65,81,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/20/2003,64,75,53,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/21/2003,55,60,49,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/22/2003,55,66,43,0.05,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/23/2003,56,59,52,0.74,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/24/2003,54,58,50,0.26,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/25/2003,57,66,47,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/26/2003,54,56,52,0.22,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/27/2003,52,53,50,0.59,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/28/2003,57,65,49,0.19,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/29/2003,55,66,44,0.1,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/30/2003,53,56,49,0.07,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/31/2003,54,59,49,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/1/2003,55,59,50,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/2/2003,54,63,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/3/2003,52,56,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/4/2003,60,70,50,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/5/2003,62,77,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/6/2003,60,63,57,0.54,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/7/2003,66,75,57,0.13,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/8/2003,69,78,59,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/9/2003,73,87,59,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/10/2003,61,68,54,0.52,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/11/2003,56,60,51,0.37,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/12/2003,58,62,53,0.45,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/13/2003,56,59,52,0.56,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/14/2003,55,60,49,0.16,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/15/2003,48,55,41,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/16/2003,47,58,36,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/17/2003,51,57,44,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/18/2003,48,57,39,0.15,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/19/2003,48,57,43,0.24,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/20/2003,54,60,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/21/2003,49,59,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/22/2003,50,62,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/23/2003,53,56,49,0.28,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/24/2003,53,58,48,0.51,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/25/2003,54,58,49,0.48,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/26/2003,52,58,46,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/27/2003,54,64,43,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/28/2003,58,70,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/29/2003,55,63,46,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/30/2003,57,62,52,0.16,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/31/2003,57,62,51,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/1/2003,50,53,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/2/2003,48,53,43,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/3/2003,46,55,37,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/4/2003,51,60,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/5/2003,49,59,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/6/2003,49,59,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/7/2003,49,61,37,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/8/2003,49,60,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/9/2003,50,61,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/10/2003,48,56,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/11/2003,51,53,48,0.07,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/12/2003,50,52,47,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/13/2003,44,50,38,0.12,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/14/2003,43,53,32,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/15/2003,42,55,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/16/2003,42,54,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/17/2003,42,51,33,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/18/2003,39,48,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/19/2003,38,47,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/20/2003,37,47,26,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/21/2003,36,47,25,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/22/2003,37,51,23,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/23/2003,39,50,27,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/24/2003,36,43,28,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/25/2003,34,42,25,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/26/2003,40,49,30,0.08,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/27/2003,47,58,36,0.11,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/28/2003,48,56,40,0.2,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/29/2003,48,56,40,0.14,0,0
"BETHEL AIRPORT, AK US (USW00026615)",9/30/2003,46,51,41,0.7,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/1/2003,52,56,47,0.17,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/2/2003,45,48,42,0.36,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/3/2003,42,47,36,0.15,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/4/2003,45,50,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/5/2003,43,46,39,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/6/2003,48,56,40,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/7/2003,42,45,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/8/2003,37,40,34,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/9/2003,36,42,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/10/2003,36,40,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/11/2003,38,46,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/12/2003,34,44,24,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/13/2003,36,45,26,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/14/2003,36,43,29,0.12,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/15/2003,44,55,32,0.09,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/16/2003,35,40,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/17/2003,31,33,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/18/2003,30,32,27,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/19/2003,28,31,25,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/20/2003,24,29,19,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/21/2003,23,29,16,0,0,0
